"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Wicklow","CPC Practical Test (Truck/Artic)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","All Test Categories","%","53.1"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category B (Car or light van)","%","48"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category A (Motorcycle All)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category BE (Car with Trailer)","%","76.9"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category C (Truck)","%","76.7"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category CE (Articulated Truck)","%","53.9"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category D (Bus)","%","90.9"
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Westmeath","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Westmeath","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","All Test Categories","%","51"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category B (Car or light van)","%","48.1"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category A1 (Motorcycle - low power)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category A (Motorcycle All)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category BE (Car with Trailer)","%","82.6"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category C1 (Small truck / large van)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 March","Co. Wexford","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 March","Co. Wexford","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Ireland","All Test Categories","%","52.2"
"Driving Test Pass Rate","2024 April","Ireland","Category B (Car or light van)","%","49.5"
"Driving Test Pass Rate","2024 April","Ireland","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Ireland","Category A1 (Motorcycle - low power)","%","62.5"
"Driving Test Pass Rate","2024 April","Ireland","Category A2 (Motorcycle - medium power)","%","65.4"
"Driving Test Pass Rate","2024 April","Ireland","Category A (Motorcycle All)","%","71.8"
"Driving Test Pass Rate","2024 April","Ireland","Category BE (Car with Trailer)","%","82.5"
"Driving Test Pass Rate","2024 April","Ireland","Category C1 (Small truck / large van)","%","85.7"
"Driving Test Pass Rate","2024 April","Ireland","Category C1E (Small truck / large van with trailer)","%","66.7"
"Driving Test Pass Rate","2024 April","Ireland","Category C (Truck)","%","75.6"
"Driving Test Pass Rate","2024 April","Ireland","Category CE (Articulated Truck)","%","63.8"
"Driving Test Pass Rate","2024 April","Ireland","Category D1 (Minibus)","%","65.5"
"Driving Test Pass Rate","2024 April","Ireland","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Ireland","Category D (Bus)","%","64.5"
"Driving Test Pass Rate","2024 April","Ireland","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Ireland","Category W (Tractor)","%","100"
"Driving Test Pass Rate","2024 April","Ireland","CPC Practical Test (Bus)","%","98.6"
"Driving Test Pass Rate","2024 April","Ireland","CPC Practical Test (Truck/Artic)","%","96.6"
"Driving Test Pass Rate","2024 April","Co. Clare","All Test Categories","%","56.7"
"Driving Test Pass Rate","2024 April","Co. Clare","Category B (Car or light van)","%","54.3"
"Driving Test Pass Rate","2024 April","Co. Clare","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category A1 (Motorcycle - low power)","%","100"
"Driving Test Pass Rate","2024 April","Co. Clare","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category A (Motorcycle All)","%","63.6"
"Driving Test Pass Rate","2024 April","Co. Clare","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 April","Co. Clare","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 April","Co. Clare","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 April","Co. Clare","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category D1 (Minibus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Clare","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 April","Co. Clare","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cork","All Test Categories","%","51.2"
"Driving Test Pass Rate","2024 April","Co. Cork","Category B (Car or light van)","%","48.5"
"Driving Test Pass Rate","2024 April","Co. Cork","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Cork","Category A1 (Motorcycle - low power)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cork","Category A2 (Motorcycle - medium power)","%","60"
"Driving Test Pass Rate","2024 April","Co. Cork","Category A (Motorcycle All)","%","70.7"
"Driving Test Pass Rate","2024 April","Co. Cork","Category BE (Car with Trailer)","%","72.2"
"Driving Test Pass Rate","2024 April","Co. Cork","Category C1 (Small truck / large van)","%","60"
"Driving Test Pass Rate","2024 April","Co. Cork","Category C1E (Small truck / large van with trailer)","%","50"
"Driving Test Pass Rate","2024 April","Co. Cork","Category C (Truck)","%","79.2"
"Driving Test Pass Rate","2024 April","Co. Cork","Category CE (Articulated Truck)","%","64.3"
"Driving Test Pass Rate","2024 April","Co. Cork","Category D1 (Minibus)","%","66.7"
"Driving Test Pass Rate","2024 April","Co. Cork","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Cork","Category D (Bus)","%","66.7"
"Driving Test Pass Rate","2024 April","Co. Cork","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Cork","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 April","Co. Cork","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cork","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cavan","All Test Categories","%","65.5"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category B (Car or light van)","%","61.5"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category A1 (Motorcycle - low power)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category A2 (Motorcycle - medium power)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category A (Motorcycle All)","%","80"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category BE (Car with Trailer)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category C (Truck)","%","100"
"Driving Test Pass Rate","2024 April","Co. Cavan","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category D (Bus)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","CPC Practical Test (Bus)","%",""
"Driving Test Pass Rate","2024 April","Co. Cavan","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Co. Carlow","All Test Categories","%","56.9"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category B (Car or light van)","%","55.3"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category A2 (Motorcycle - medium power)","%","100"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category A (Motorcycle All)","%","69.2"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category BE (Car with Trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category C (Truck)","%","57.1"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category CE (Articulated Truck)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category D (Bus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Carlow","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 April","Co. Carlow","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Carlow","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","All Test Categories","%","59.6"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category B (Car or light van)","%","56.1"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category A1 (Motorcycle - low power)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category A2 (Motorcycle - medium power)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category A (Motorcycle All)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category BE (Car with Trailer)","%","88.2"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category C1 (Small truck / large van)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category C1E (Small truck / large van with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category C (Truck)","%","85.7"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category CE (Articulated Truck)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category D1 (Minibus)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category D1E (Minibus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category D (Bus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","Category DE (Bus with trailer)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","Category W (Tractor)","%",""
"Driving Test Pass Rate","2024 April","Co. Donegal","CPC Practical Test (Bus)","%","100"
"Driving Test Pass Rate","2024 April","Co. Donegal","CPC Practical Test (Truck/Artic)","%","100"
"Driving Test Pass Rate","2024 April","Co. Dublin","All Test Categories","%","45.7"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category B (Car or light van)","%","43.6"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category AM (Moped / light quadricycle)","%",""
"Driving Test Pass Rate","2024 April","Co. Dublin","Category A1 (Motorcycle - low power)","%","60"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category A2 (Motorcycle - medium power)","%","50"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category A (Motorcycle All)","%","67.5"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category BE (Car with Trailer)","%","81.3"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category C1 (Small truck / large van)","%","75"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category C1E (Small truck / large van with trailer)","%","100"
"Driving Test Pass Rate","2024 April","Co. Dublin","Category C (Truck)","%","62.7"
