"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Income per Person (excluding Rent)","2019","Co. Dublin","Euro","21861.33"
"Disposable Income per Person (excluding Rent)","2019","Co. Galway","Euro","21059.76"
"Disposable Income per Person (excluding Rent)","2019","Co. Kerry","Euro","19334.24"
"Disposable Income per Person (excluding Rent)","2019","Co. Kildare","Euro","20074.39"
"Disposable Income per Person (excluding Rent)","2019","Co. Kilkenny","Euro","19476.35"
"Disposable Income per Person (excluding Rent)","2019","Co. Laois","Euro","17899.43"
"Disposable Income per Person (excluding Rent)","2019","Co. Leitrim","Euro","19783.86"
"Disposable Income per Person (excluding Rent)","2019","Co. Limerick","Euro","21683.88"
"Disposable Income per Person (excluding Rent)","2019","Co. Longford","Euro","18291.94"
"Disposable Income per Person (excluding Rent)","2019","Co. Louth","Euro","19056.52"
"Disposable Income per Person (excluding Rent)","2019","Co. Mayo","Euro","19790.09"
"Disposable Income per Person (excluding Rent)","2019","Co. Meath","Euro","18921.84"
"Disposable Income per Person (excluding Rent)","2019","Co. Monaghan","Euro","19184.26"
"Disposable Income per Person (excluding Rent)","2019","Co. Offaly","Euro","17653.04"
"Disposable Income per Person (excluding Rent)","2019","Co. Roscommon","Euro","19391.26"
"Disposable Income per Person (excluding Rent)","2019","Co. Sligo","Euro","20302.83"
"Disposable Income per Person (excluding Rent)","2019","Co. Tipperary","Euro","21706.48"
"Disposable Income per Person (excluding Rent)","2019","Co. Waterford","Euro","21197.4"
"Disposable Income per Person (excluding Rent)","2019","Co. Westmeath","Euro","20419.91"
"Disposable Income per Person (excluding Rent)","2019","Co. Wexford","Euro","20214.68"
"Disposable Income per Person (excluding Rent)","2019","Co. Wicklow","Euro","20742.77"
"Disposable Income per Person (excluding Rent)","2020","Ireland","Euro","21536.47"
"Disposable Income per Person (excluding Rent)","2020","Co. Carlow","Euro","22112.2"
"Disposable Income per Person (excluding Rent)","2020","Co. Cavan","Euro","19873.11"
"Disposable Income per Person (excluding Rent)","2020","Co. Clare","Euro","20659.85"
"Disposable Income per Person (excluding Rent)","2020","Co. Cork","Euro","22643.9"
"Disposable Income per Person (excluding Rent)","2020","Co. Donegal","Euro","18123.79"
"Disposable Income per Person (excluding Rent)","2020","Co. Dublin","Euro","22736.23"
"Disposable Income per Person (excluding Rent)","2020","Co. Galway","Euro","22976.43"
"Disposable Income per Person (excluding Rent)","2020","Co. Kerry","Euro","19748.09"
"Disposable Income per Person (excluding Rent)","2020","Co. Kildare","Euro","20901.37"
"Disposable Income per Person (excluding Rent)","2020","Co. Kilkenny","Euro","20072.63"
"Disposable Income per Person (excluding Rent)","2020","Co. Laois","Euro","17957.05"
"Disposable Income per Person (excluding Rent)","2020","Co. Leitrim","Euro","21152.61"
"Disposable Income per Person (excluding Rent)","2020","Co. Limerick","Euro","22877.37"
"Disposable Income per Person (excluding Rent)","2020","Co. Longford","Euro","19622.97"
"Disposable Income per Person (excluding Rent)","2020","Co. Louth","Euro","20551.81"
"Disposable Income per Person (excluding Rent)","2020","Co. Mayo","Euro","20743.93"
"Disposable Income per Person (excluding Rent)","2020","Co. Meath","Euro","19426.9"
"Disposable Income per Person (excluding Rent)","2020","Co. Monaghan","Euro","20289.57"
"Disposable Income per Person (excluding Rent)","2020","Co. Offaly","Euro","18936.71"
"Disposable Income per Person (excluding Rent)","2020","Co. Roscommon","Euro","20669.1"
"Disposable Income per Person (excluding Rent)","2020","Co. Sligo","Euro","21473.11"
"Disposable Income per Person (excluding Rent)","2020","Co. Tipperary","Euro","21480.73"
"Disposable Income per Person (excluding Rent)","2020","Co. Waterford","Euro","22222.12"
"Disposable Income per Person (excluding Rent)","2020","Co. Westmeath","Euro","20195.49"
"Disposable Income per Person (excluding Rent)","2020","Co. Wexford","Euro","20655.97"
"Disposable Income per Person (excluding Rent)","2020","Co. Wicklow","Euro","21496.33"
"Disposable Income per Person (excluding Rent)","2021","Ireland","Euro","22338.71"
"Disposable Income per Person (excluding Rent)","2021","Co. Carlow","Euro","23921.19"
"Disposable Income per Person (excluding Rent)","2021","Co. Cavan","Euro","21261.66"
"Disposable Income per Person (excluding Rent)","2021","Co. Clare","Euro","20622.53"
"Disposable Income per Person (excluding Rent)","2021","Co. Cork","Euro","23673.06"
"Disposable Income per Person (excluding Rent)","2021","Co. Donegal","Euro","19000.81"
"Disposable Income per Person (excluding Rent)","2021","Co. Dublin","Euro","23452.25"
"Disposable Income per Person (excluding Rent)","2021","Co. Galway","Euro","22347.88"
"Disposable Income per Person (excluding Rent)","2021","Co. Kerry","Euro","21349.85"
"Disposable Income per Person (excluding Rent)","2021","Co. Kildare","Euro","21917.29"
"Disposable Income per Person (excluding Rent)","2021","Co. Kilkenny","Euro","20570.5"
"Disposable Income per Person (excluding Rent)","2021","Co. Laois","Euro","18753.4"
"Disposable Income per Person (excluding Rent)","2021","Co. Leitrim","Euro","21607.36"
"Disposable Income per Person (excluding Rent)","2021","Co. Limerick","Euro","23170.2"
"Disposable Income per Person (excluding Rent)","2021","Co. Longford","Euro","20309.09"
"Disposable Income per Person (excluding Rent)","2021","Co. Louth","Euro","21340.52"
"Disposable Income per Person (excluding Rent)","2021","Co. Mayo","Euro","21393.79"
"Disposable Income per Person (excluding Rent)","2021","Co. Meath","Euro","20644.71"
"Disposable Income per Person (excluding Rent)","2021","Co. Monaghan","Euro","21417.4"
"Disposable Income per Person (excluding Rent)","2021","Co. Offaly","Euro","19548.26"
"Disposable Income per Person (excluding Rent)","2021","Co. Roscommon","Euro","20979.57"
"Disposable Income per Person (excluding Rent)","2021","Co. Sligo","Euro","21547.92"
"Disposable Income per Person (excluding Rent)","2021","Co. Tipperary","Euro","23605.86"
"Disposable Income per Person (excluding Rent)","2021","Co. Waterford","Euro","22763.75"
"Disposable Income per Person (excluding Rent)","2021","Co. Westmeath","Euro","21881.75"
"Disposable Income per Person (excluding Rent)","2021","Co. Wexford","Euro","22172.19"
"Disposable Income per Person (excluding Rent)","2021","Co. Wicklow","Euro","22139.26"
"Disposable Income per Person (excluding Rent)","2022","Ireland","Euro","23559"
"Disposable Income per Person (excluding Rent)","2022","Co. Carlow","Euro","25217.63"
"Disposable Income per Person (excluding Rent)","2022","Co. Cavan","Euro","22238.15"
"Disposable Income per Person (excluding Rent)","2022","Co. Clare","Euro","21957.23"
"Disposable Income per Person (excluding Rent)","2022","Co. Cork","Euro","25005.91"
"Disposable Income per Person (excluding Rent)","2022","Co. Donegal","Euro","20344.7"
"Disposable Income per Person (excluding Rent)","2022","Co. Dublin","Euro","24950.09"
"Disposable Income per Person (excluding Rent)","2022","Co. Galway","Euro","23507.79"
"Disposable Income per Person (excluding Rent)","2022","Co. Kerry","Euro","23275.9"
"Disposable Income per Person (excluding Rent)","2022","Co. Kildare","Euro","22547.01"
"Disposable Income per Person (excluding Rent)","2022","Co. Kilkenny","Euro","22193.16"
"Disposable Income per Person (excluding Rent)","2022","Co. Laois","Euro","19636.64"
"Disposable Income per Person (excluding Rent)","2022","Co. Leitrim","Euro","22224.15"
"Disposable Income per Person (excluding Rent)","2022","Co. Limerick","Euro","24510.9"
"Disposable Income per Person (excluding Rent)","2022","Co. Longford","Euro","20422.23"
"Disposable Income per Person (excluding Rent)","2022","Co. Louth","Euro","22099.81"
"Disposable Income per Person (excluding Rent)","2022","Co. Mayo","Euro","22480.99"
"Disposable Income per Person (excluding Rent)","2022","Co. Meath","Euro","21080.44"
"Disposable Income per Person (excluding Rent)","2022","Co. Monaghan","Euro","22558.79"
"Disposable Income per Person (excluding Rent)","2022","Co. Offaly","Euro","20674.92"
"Disposable Income per Person (excluding Rent)","2022","Co. Roscommon","Euro","21508.83"
"Disposable Income per Person (excluding Rent)","2022","Co. Sligo","Euro","22170.98"
"Disposable Income per Person (excluding Rent)","2022","Co. Tipperary","Euro","25404.85"
"Disposable Income per Person (excluding Rent)","2022","Co. Waterford","Euro","23612.96"
"Disposable Income per Person (excluding Rent)","2022","Co. Westmeath","Euro","22730.5"
"Disposable Income per Person (excluding Rent)","2022","Co. Wexford","Euro","23260.28"
"Disposable Income per Person (excluding Rent)","2022","Co. Wicklow","Euro","23160.93"
"Disposable Income per Person (excluding Rent)","2023","Ireland","Euro","25389.45"
"Disposable Income per Person (excluding Rent)","2023","Co. Carlow","Euro","26732.53"
"Disposable Income per Person (excluding Rent)","2023","Co. Cavan","Euro","24001.16"
"Disposable Income per Person (excluding Rent)","2023","Co. Clare","Euro","23536.27"
"Disposable Income per Person (excluding Rent)","2023","Co. Cork","Euro","27192.99"
"Disposable Income per Person (excluding Rent)","2023","Co. Donegal","Euro","21954.14"
"Disposable Income per Person (excluding Rent)","2023","Co. Dublin","Euro","27055.94"
"Disposable Income per Person (excluding Rent)","2023","Co. Galway","Euro","25808.77"
"Disposable Income per Person (excluding Rent)","2023","Co. Kerry","Euro","24887.68"
"Disposable Income per Person (excluding Rent)","2023","Co. Kildare","Euro","23776.48"
"Disposable Income per Person (excluding Rent)","2023","Co. Kilkenny","Euro","24203.29"
"Disposable Income per Person (excluding Rent)","2023","Co. Laois","Euro","20875.27"
"Disposable Income per Person (excluding Rent)","2023","Co. Leitrim","Euro","23495.28"
"Disposable Income per Person (excluding Rent)","2023","Co. Limerick","Euro","26829.35"
"Disposable Income per Person (excluding Rent)","2023","Co. Longford","Euro","20661.09"
"Disposable Income per Person (excluding Rent)","2023","Co. Louth","Euro","23620.74"
"Disposable Income per Person (excluding Rent)","2023","Co. Mayo","Euro","24622.05"
"Disposable Income per Person (excluding Rent)","2023","Co. Meath","Euro","21919.35"
"Disposable Income per Person (excluding Rent)","2023","Co. Monaghan","Euro","24625.26"
"Disposable Income per Person (excluding Rent)","2023","Co. Offaly","Euro","22134.75"
"Disposable Income per Person (excluding Rent)","2023","Co. Roscommon","Euro","22825.71"
"Disposable Income per Person (excluding Rent)","2023","Co. Sligo","Euro","24139.71"
"Disposable Income per Person (excluding Rent)","2023","Co. Tipperary","Euro","27787.78"
"Disposable Income per Person (excluding Rent)","2023","Co. Waterford","Euro","25297.83"
"Disposable Income per Person (excluding Rent)","2023","Co. Westmeath","Euro","24392.42"
"Disposable Income per Person (excluding Rent)","2023","Co. Wexford","Euro","24338.1"
"Disposable Income per Person (excluding Rent)","2023","Co. Wicklow","Euro","24566.93"
"Index of Disposable Income per Person (excluding Rent)","2000","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Carlow","State=100","1.25"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Cavan","State=100","1.45"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Clare","State=100","2.51"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Cork","State=100","12.25"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Donegal","State=100","2.83"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Dublin","State=100","29.17"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Galway","State=100","5.37"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Kerry","State=100","3.19"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Kildare","State=100","4.32"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Kilkenny","State=100","2.02"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Laois","State=100","1.42"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Leitrim","State=100","0.65"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Limerick","State=100","4.44"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Longford","State=100","0.77"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Louth","State=100","2.48"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Mayo","State=100","2.7"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Meath","State=100","3.63"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Monaghan","State=100","1.25"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Offaly","State=100","1.46"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Roscommon","State=100","1.26"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Sligo","State=100","1.34"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Tipperary","State=100","3.72"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Waterford","State=100","2.65"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Westmeath","State=100","1.79"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Wexford","State=100","3.07"
"Index of Disposable Income per Person (excluding Rent)","2000","Co. Wicklow","State=100","3.02"
"Index of Disposable Income per Person (excluding Rent)","2001","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2001","Co. Carlow","State=100","1.25"
"Index of Disposable Income per Person (excluding Rent)","2001","Co. Cavan","State=100","1.45"
"Index of Disposable Income per Person (excluding Rent)","2001","Co. Clare","State=100","2.52"
"Index of Disposable Income per Person (excluding Rent)","2001","Co. Cork","State=100","12.26"
"Index of Disposable Income per Person (excluding Rent)","2001","Co. Donegal","State=100","2.83"
